"","Period","Value","Type"
"2129",2020-01-31,5.073,"Imports_Cumulative_billion"
"19912",2020-01-31,1.3903,"NZAC_Total_Annual_change"
"4122",2020-01-31,3.764,"NZAC_Annual_change_Card_transaction_spend"
"6282",2020-01-31,0.4649,"NZAC_Annual_change_Electricity_grid_demand"
"8491",2020-01-31,47.7165,"NZAC_Annual_change_Manufacturing_index"
"10481",2020-01-31,0.4439,"NZAC_Annual_change_New_jobs_posted_online"
"12661",2020-01-31,2.0251,"NZAC_Annual_change_Traffic_index_(heavy)"
"14831",2020-01-31,1.9346,"NZAC_Annual_change_Traffic_index_(light)"
"7621",2020-02-01,4.786,"Exports_Cumulative_billion"
"2130",2020-02-01,5.194,"Imports_Cumulative_billion"
"7631",2020-02-02,4.952,"Exports_Cumulative_billion"
"21311",2020-02-02,5.225,"Imports_Cumulative_billion"
"7641",2020-02-03,5.059,"Exports_Cumulative_billion"
"2132",2020-02-03,5.498,"Imports_Cumulative_billion"
"7651",2020-02-04,5.235,"Exports_Cumulative_billion"
"2133",2020-02-04,5.715,"Imports_Cumulative_billion"
"7661",2020-02-05,5.394,"Exports_Cumulative_billion"
"2134",2020-02-05,5.937,"Imports_Cumulative_billion"
"767",2020-02-06,5.568,"Exports_Cumulative_billion"
"2135",2020-02-06,5.978,"Imports_Cumulative_billion"
"768",2020-02-07,5.726,"Exports_Cumulative_billion"
"2136",2020-02-07,6.197,"Imports_Cumulative_billion"
"769",2020-02-08,5.802,"Exports_Cumulative_billion"
"2137",2020-02-08,6.224,"Imports_Cumulative_billion"
"770",2020-02-09,5.862,"Exports_Cumulative_billion"
"2138",2020-02-09,6.262,"Imports_Cumulative_billion"
"7711",2020-02-10,5.989,"Exports_Cumulative_billion"
"2139",2020-02-10,6.482,"Imports_Cumulative_billion"
"7721",2020-02-11,6.145,"Exports_Cumulative_billion"
"2140",2020-02-11,6.699,"Imports_Cumulative_billion"
"7731",2020-02-12,6.299,"Exports_Cumulative_billion"
"21411",2020-02-12,6.898,"Imports_Cumulative_billion"
"7741",2020-02-13,6.468,"Exports_Cumulative_billion"
"2142",2020-02-13,7.114,"Imports_Cumulative_billion"
"7751",2020-02-14,6.626,"Exports_Cumulative_billion"
"2143",2020-02-14,7.283,"Imports_Cumulative_billion"
"7761",2020-02-15,6.761,"Exports_Cumulative_billion"
"2144",2020-02-15,7.316,"Imports_Cumulative_billion"
"777",2020-02-16,6.914,"Exports_Cumulative_billion"
"2145",2020-02-16,7.352,"Imports_Cumulative_billion"
"778",2020-02-17,7.171,"Exports_Cumulative_billion"
"2146",2020-02-17,7.523,"Imports_Cumulative_billion"
"779",2020-02-18,7.385,"Exports_Cumulative_billion"
"2147",2020-02-18,7.782,"Imports_Cumulative_billion"
"780",2020-02-19,7.625,"Exports_Cumulative_billion"
"2148",2020-02-19,8.002,"Imports_Cumulative_billion"
"7811",2020-02-20,7.748,"Exports_Cumulative_billion"
"2149",2020-02-20,8.149,"Imports_Cumulative_billion"
"7821",2020-02-21,8.019,"Exports_Cumulative_billion"
"2150",2020-02-21,8.326,"Imports_Cumulative_billion"
"7831",2020-02-22,8.109,"Exports_Cumulative_billion"
"21511",2020-02-22,8.353,"Imports_Cumulative_billion"
"7841",2020-02-23,8.368,"Exports_Cumulative_billion"
"2152",2020-02-23,8.393,"Imports_Cumulative_billion"
"7851",2020-02-24,8.59,"Exports_Cumulative_billion"
"2153",2020-02-24,8.597,"Imports_Cumulative_billion"
"786",2020-02-25,8.744,"Exports_Cumulative_billion"
"2154",2020-02-25,8.766,"Imports_Cumulative_billion"
"787",2020-02-26,9.053,"Exports_Cumulative_billion"
"2155",2020-02-26,8.922,"Imports_Cumulative_billion"
"788",2020-02-27,9.254,"Exports_Cumulative_billion"
"2156",2020-02-27,9.191,"Imports_Cumulative_billion"
"1",2020-02-28,1,"New_Cases"
"789",2020-02-28,9.417,"Exports_Cumulative_billion"
"2157",2020-02-28,9.379,"Imports_Cumulative_billion"
"61",2020-02-29,512,"Weekly_Mean_Rent_Price"
"611",2020-02-29,480,"Weekly_Median_Rent_Price"
"2",2020-02-29,0,"New_Cases"
"2610",2020-02-29,1527,"RPI_Flow"
"713",2020-02-29,1496,"RPI_Stock"
"2612",2020-02-29,1034,"FPI_Food"
"717",2020-02-29,869,"FPI_Fruit_and_vegetables"
"1162",2020-02-29,1081,"FPI_Meat_poultry_and_fish"
"1614",2020-02-29,1051,"FPI_Grocery_food"
"2061",2020-02-29,1027,"FPI_Non-alcoholic_beverages"
"2513",2020-02-29,1085,"FPI_Restaurant_meals_and_ready-to-eat_food"
"790",2020-02-29,9.566,"Exports_Cumulative_billion"
"2158",2020-02-29,9.411,"Imports_Cumulative_billion"
"19412",2020-02-29,1.9676,"NZAC_Total_Annual_change"
"4132",2020-02-29,7.4721,"NZAC_Annual_change_Card_transaction_spend"
"6301",2020-02-29,2.6966,"NZAC_Annual_change_Electricity_grid_demand"
"8422",2020-02-29,54.9976,"NZAC_Annual_change_Manufacturing_index"
"10471",2020-02-29,-4.3061,"NZAC_Annual_change_New_jobs_posted_online"
"12632",2020-02-29,-2.3306,"NZAC_Annual_change_Traffic_index_(heavy)"
"14791",2020-02-29,2.0642,"NZAC_Annual_change_Traffic_index_(light)"
"3",2020-03-01,0,"New_Cases"
"7911",2020-03-01,9.647,"Exports_Cumulative_billion"
"2159",2020-03-01,9.531,"Imports_Cumulative_billion"
"4",2020-03-02,0,"New_Cases"
"7921",2020-03-02,9.839,"Exports_Cumulative_billion"
"2160",2020-03-02,9.824,"Imports_Cumulative_billion"
"5",2020-03-03,0,"New_Cases"
"7931",2020-03-03,10.035,"Exports_Cumulative_billion"
"21611",2020-03-03,10.054,"Imports_Cumulative_billion"
"6",2020-03-04,2,"New_Cases"
"7941",2020-03-04,10.19,"Exports_Cumulative_billion"
"2162",2020-03-04,10.263,"Imports_Cumulative_billion"
"7",2020-03-05,0,"New_Cases"
"7951",2020-03-05,10.343,"Exports_Cumulative_billion"
"2163",2020-03-05,10.45,"Imports_Cumulative_billion"
"8",2020-03-06,1,"New_Cases"
"796",2020-03-06,10.499,"Exports_Cumulative_billion"
"2164",2020-03-06,10.651,"Imports_Cumulative_billion"
"9",2020-03-07,1,"New_Cases"
"797",2020-03-07,10.575,"Exports_Cumulative_billion"
"2165",2020-03-07,10.681,"Imports_Cumulative_billion"
"10",2020-03-08,0,"New_Cases"
"798",2020-03-08,10.683,"Exports_Cumulative_billion"
"2166",2020-03-08,10.719,"Imports_Cumulative_billion"
"11",2020-03-09,0,"New_Cases"
"799",2020-03-09,10.903,"Exports_Cumulative_billion"
"2167",2020-03-09,10.924,"Imports_Cumulative_billion"
"12",2020-03-10,0,"New_Cases"
"800",2020-03-10,11.094,"Exports_Cumulative_billion"
"2168",2020-03-10,11.103,"Imports_Cumulative_billion"
"13",2020-03-11,0,"New_Cases"
"8011",2020-03-11,11.396,"Exports_Cumulative_billion"
"2169",2020-03-11,11.3,"Imports_Cumulative_billion"
"14",2020-03-12,0,"New_Cases"
"8021",2020-03-12,11.572,"Exports_Cumulative_billion"
"2170",2020-03-12,11.49,"Imports_Cumulative_billion"
"15",2020-03-13,0,"New_Cases"
"8031",2020-03-13,11.817,"Exports_Cumulative_billion"
"21711",2020-03-13,11.676,"Imports_Cumulative_billion"
"16",2020-03-14,1,"New_Cases"
"8041",2020-03-14,11.931,"Exports_Cumulative_billion"
"2172",2020-03-14,11.707,"Imports_Cumulative_billion"
"17",2020-03-15,2,"New_Cases"
"805",2020-03-15,12.037,"Exports_Cumulative_billion"
"2173",2020-03-15,11.753,"Imports_Cumulative_billion"
"18",2020-03-16,0,"New_Cases"
"806",2020-03-16,12.267,"Exports_Cumulative_billion"
"2174",2020-03-16,11.966,"Imports_Cumulative_billion"
"19",2020-03-17,4,"New_Cases"
"807",2020-03-17,12.423,"Exports_Cumulative_billion"
"2175",2020-03-17,12.172,"Imports_Cumulative_billion"
"20",2020-03-18,8,"New_Cases"
"808",2020-03-18,12.743,"Exports_Cumulative_billion"
"2176",2020-03-18,12.387,"Imports_Cumulative_billion"
"21",2020-03-19,8,"New_Cases"
"809",2020-03-19,13.068,"Exports_Cumulative_billion"
"2177",2020-03-19,12.579,"Imports_Cumulative_billion"
"22",2020-03-20,11,"New_Cases"
"8101",2020-03-20,13.272,"Exports_Cumulative_billion"
"2178",2020-03-20,12.759,"Imports_Cumulative_billion"
"23",2020-03-21,13,"New_Cases"
"8111",2020-03-21,13.379,"Exports_Cumulative_billion"
"2179",2020-03-21,12.796,"Imports_Cumulative_billion"
"24",2020-03-22,50,"New_Cases"
"8121",2020-03-22,13.493,"Exports_Cumulative_billion"
"2180",2020-03-22,12.843,"Imports_Cumulative_billion"
"25",2020-03-23,0,"New_Cases"
"8131",2020-03-23,13.689,"Exports_Cumulative_billion"
"21811",2020-03-23,13.053,"Imports_Cumulative_billion"
"26",2020-03-24,53,"New_Cases"
"8141",2020-03-24,13.904,"Exports_Cumulative_billion"
"2182",2020-03-24,13.249,"Imports_Cumulative_billion"
"27",2020-03-25,50,"New_Cases"
"8151",2020-03-25,14.249,"Exports_Cumulative_billion"
"2183",2020-03-25,13.446,"Imports_Cumulative_billion"
"28",2020-03-26,78,"New_Cases"
"8161",2020-03-26,14.418,"Exports_Cumulative_billion"
"2184",2020-03-26,13.827,"Imports_Cumulative_billion"
"29",2020-03-27,85,"New_Cases"
"8171",2020-03-27,14.673,"Exports_Cumulative_billion"
"2185",2020-03-27,14.048,"Imports_Cumulative_billion"
"30",2020-03-28,83,"New_Cases"
"8181",2020-03-28,14.853,"Exports_Cumulative_billion"
"2186",2020-03-28,14.086,"Imports_Cumulative_billion"
"31",2020-03-29,63,"New_Cases"
"8191",2020-03-29,14.97,"Exports_Cumulative_billion"
"2187",2020-03-29,14.123,"Imports_Cumulative_billion"
"32",2020-03-30,75,"New_Cases"
"8201",2020-03-30,15.183,"Exports_Cumulative_billion"
"2188",2020-03-30,14.356,"Imports_Cumulative_billion"
"62",2020-03-31,499,"Weekly_Mean_Rent_Price"
"621",2020-03-31,475,"Weekly_Median_Rent_Price"
"33",2020-03-31,58,"New_Cases"
"2710",2020-03-31,1539,"RPI_Flow"
"723",2020-03-31,1501,"RPI_Stock"
"911",2020-03-31,1045,"CPI_Food"
"2411",2020-03-31,1144,"CPI_Alcoholic_beverages_and_tobacco"
"3913",2020-03-31,994,"CPI_Clothing_and_footwear"
"5413",2020-03-31,1088,"CPI_Housing_and_household_utilities"
"694",2020-03-31,1008,"CPI_Household_contents_and_services"
"842",2020-03-31,1033,"CPI_Health"
"991",2020-03-31,1031,"CPI_Transport"
"1141",2020-03-31,901,"CPI_Communication"
"1291",2020-03-31,1037,"CPI_Recreation_and_culture"
"1441",2020-03-31,971,"CPI_Education"
"1591",2020-03-31,1080,"CPI_Miscellaneous_goods_and_services"
"1741",2020-03-31,1052,"CPI_All_groups"
"2712",2020-03-31,1041,"FPI_Food"
"725",2020-03-31,895,"FPI_Fruit_and_vegetables"
"1172",2020-03-31,1081,"FPI_Meat_poultry_and_fish"
"1622",2020-03-31,1053,"FPI_Grocery_food"
"2071",2020-03-31,1042,"FPI_Non-alcoholic_beverages"
"2521",2020-03-31,1089,"FPI_Restaurant_meals_and_ready-to-eat_food"
"915",2020-03-31,1082,"HPI_All_households"
"2414",2020-03-31,1108,"HPI_Beneficiary"
"3915",2020-03-31,1100,"HPI_Expenditure_quintile_lowest"
"5415",2020-03-31,1066,"HPI_Expenditure_quintile_highest"
"696",2020-03-31,1093,"HPI_Maori"
"844",2020-03-31,1089,"HPI_Superannuitant"
"916",2020-03-31,1614,"CEP_All_Groups"
"917",2020-03-31,1165,"PPI_Inputs"
"918",2020-03-31,1186,"PPI_Outputs"
"1109",2020-03-31,1215,"LCI_All_Sectors"
"1373",2020-03-31,4.2,"Unemployment_Rate"
"2791",2020-03-31,67.7,"Employment_Rate"
"1253",2020-03-31,1281.09,"Weekly_Earnings"
"8211",2020-03-31,15.381,"Exports_Cumulative_billion"
"2189",2020-03-31,14.5,"Imports_Cumulative_billion"
"19712",2020-03-31,-2.6936,"NZAC_Total_Annual_change"
"4142",2020-03-31,-6.6958,"NZAC_Annual_change_Card_transaction_spend"
"6322",2020-03-31,-1.9694,"NZAC_Annual_change_Electricity_grid_demand"
"8461",2020-03-31,38.4599,"NZAC_Annual_change_Manufacturing_index"
"10491",2020-03-31,-31.1645,"NZAC_Annual_change_New_jobs_posted_online"
"12641",2020-03-31,-9.2545,"NZAC_Annual_change_Traffic_index_(heavy)"
"14812",2020-03-31,-18.6611,"NZAC_Annual_change_Traffic_index_(light)"
"34",2020-04-01,61,"New_Cases"
"8221",2020-04-01,15.6,"Exports_Cumulative_billion"
"2190",2020-04-01,14.788,"Imports_Cumulative_billion"
"35",2020-04-02,89,"New_Cases"
"8231",2020-04-02,15.733,"Exports_Cumulative_billion"
"21911",2020-04-02,14.947,"Imports_Cumulative_billion"
"3610",2020-04-03,71,"New_Cases"
"8241",2020-04-03,15.935,"Exports_Cumulative_billion"
"2192",2020-04-03,15.103,"Imports_Cumulative_billion"
"3710",2020-04-04,82,"New_Cases"
"825",2020-04-04,16.037,"Exports_Cumulative_billion"
"2193",2020-04-04,15.135,"Imports_Cumulative_billion"
"3810",2020-04-05,89,"New_Cases"
"826",2020-04-05,16.2,"Exports_Cumulative_billion"
"2194",2020-04-05,15.159,"Imports_Cumulative_billion"
"3910",2020-04-06,67,"New_Cases"
"827",2020-04-06,16.448,"Exports_Cumulative_billion"
"2195",2020-04-06,15.346,"Imports_Cumulative_billion"
"4010",2020-04-07,54,"New_Cases"
"828",2020-04-07,16.606,"Exports_Cumulative_billion"
"2196",2020-04-07,15.539,"Imports_Cumulative_billion"
"4110",2020-04-08,50,"New_Cases"
"829",2020-04-08,16.908,"Exports_Cumulative_billion"
"2197",2020-04-08,15.736,"Imports_Cumulative_billion"
"4210",2020-04-09,29,"New_Cases"
"830",2020-04-09,17.15,"Exports_Cumulative_billion"
"2198",2020-04-09,15.936,"Imports_Cumulative_billion"
"4310",2020-04-10,44,"New_Cases"
"8311",2020-04-10,17.367,"Exports_Cumulative_billion"
"2199",2020-04-10,15.965,"Imports_Cumulative_billion"
"4410",2020-04-11,29,"New_Cases"
"8321",2020-04-11,17.433,"Exports_Cumulative_billion"
"2200",2020-04-11,15.984,"Imports_Cumulative_billion"
"4510",2020-04-12,18,"New_Cases"
"8331",2020-04-12,17.58,"Exports_Cumulative_billion"
"22011",2020-04-12,16.011,"Imports_Cumulative_billion"
"4610",2020-04-13,19,"New_Cases"
"8341",2020-04-13,17.834,"Exports_Cumulative_billion"
"2202",2020-04-13,16.042,"Imports_Cumulative_billion"
"4710",2020-04-14,17,"New_Cases"
"835",2020-04-14,18.026,"Exports_Cumulative_billion"
"2203",2020-04-14,16.269,"Imports_Cumulative_billion"
"4810",2020-04-15,20,"New_Cases"
"836",2020-04-15,18.269,"Exports_Cumulative_billion"
"2204",2020-04-15,16.494,"Imports_Cumulative_billion"
"4910",2020-04-16,15,"New_Cases"
"837",2020-04-16,18.388,"Exports_Cumulative_billion"
"2205",2020-04-16,16.672,"Imports_Cumulative_billion"
"5010",2020-04-17,8,"New_Cases"
"838",2020-04-17,18.62,"Exports_Cumulative_billion"
"2206",2020-04-17,16.863,"Imports_Cumulative_billion"
"5110",2020-04-18,13,"New_Cases"
"839",2020-04-18,18.68,"Exports_Cumulative_billion"
"2207",2020-04-18,16.879,"Imports_Cumulative_billion"
"5210",2020-04-19,9,"New_Cases"
"840",2020-04-19,18.822,"Exports_Cumulative_billion"
"2208",2020-04-19,16.9,"Imports_Cumulative_billion"
"5310",2020-04-20,9,"New_Cases"
"8411",2020-04-20,19.038,"Exports_Cumulative_billion"
"2209",2020-04-20,17.071,"Imports_Cumulative_billion"
"5410",2020-04-21,5,"New_Cases"
"8421",2020-04-21,19.202,"Exports_Cumulative_billion"
"22101",2020-04-21,17.259,"Imports_Cumulative_billion"
"5510",2020-04-22,6,"New_Cases"
"8431",2020-04-22,19.32,"Exports_Cumulative_billion"
"22111",2020-04-22,17.436,"Imports_Cumulative_billion"
"5610",2020-04-23,5,"New_Cases"
"8441",2020-04-23,19.487,"Exports_Cumulative_billion"
"22121",2020-04-23,17.601,"Imports_Cumulative_billion"
"5710",2020-04-24,5,"New_Cases"
"845",2020-04-24,19.682,"Exports_Cumulative_billion"
"22131",2020-04-24,17.723,"Imports_Cumulative_billion"
"5810",2020-04-25,9,"New_Cases"
"846",2020-04-25,19.769,"Exports_Cumulative_billion"
"22141",2020-04-25,17.741,"Imports_Cumulative_billion"
"5910",2020-04-26,-1,"New_Cases"
"847",2020-04-26,19.889,"Exports_Cumulative_billion"
"2215",2020-04-26,17.766,"Imports_Cumulative_billion"
"6010",2020-04-27,3,"New_Cases"
"848",2020-04-27,20.136,"Exports_Cumulative_billion"
"2216",2020-04-27,17.802,"Imports_Cumulative_billion"
"613",2020-04-28,2,"New_Cases"
"849",2020-04-28,20.275,"Exports_Cumulative_billion"
"2217",2020-04-28,18.019,"Imports_Cumulative_billion"
"622",2020-04-29,2,"New_Cases"
"850",2020-04-29,20.521,"Exports_Cumulative_billion"
"2218",2020-04-29,18.218,"Imports_Cumulative_billion"
"63",2020-04-30,508,"Weekly_Mean_Rent_Price"
"631",2020-04-30,480,"Weekly_Median_Rent_Price"
"632",2020-04-30,3,"New_Cases"
"2810",2020-04-30,1512,"RPI_Flow"
"733",2020-04-30,1507,"RPI_Stock"
"2812",2020-04-30,1051,"FPI_Food"
"735",2020-04-30,906,"FPI_Fruit_and_vegetables"
"1182",2020-04-30,1074,"FPI_Meat_poultry_and_fish"
"1632",2020-04-30,1065,"FPI_Grocery_food"
"2081",2020-04-30,1068,"FPI_Non-alcoholic_beverages"
"8511",2020-04-30,20.682,"Exports_Cumulative_billion"
"2219",2020-04-30,18.45,"Imports_Cumulative_billion"
"19812",2020-04-30,-13.5403,"NZAC_Total_Annual_change"
"4162",2020-04-30,-51.289,"NZAC_Annual_change_Card_transaction_spend"
"6312",2020-04-30,-13.7445,"NZAC_Annual_change_Electricity_grid_demand"
"8471",2020-04-30,26.0469,"NZAC_Annual_change_Manufacturing_index"
"10522",2020-04-30,-73.823,"NZAC_Annual_change_New_jobs_posted_online"
"12671",2020-04-30,-51.7156,"NZAC_Annual_change_Traffic_index_(heavy)"
"14841",2020-04-30,-73.4263,"NZAC_Annual_change_Traffic_index_(light)"
"642",2020-05-01,6,"New_Cases"
"8521",2020-05-01,20.872,"Exports_Cumulative_billion"
"2220",2020-05-01,18.775,"Imports_Cumulative_billion"
"652",2020-05-02,2,"New_Cases"
"8531",2020-05-02,20.954,"Exports_Cumulative_billion"
"22211",2020-05-02,18.798,"Imports_Cumulative_billion"
"662",2020-05-03,0,"New_Cases"
"8541",2020-05-03,21.071,"Exports_Cumulative_billion"
"2222",2020-05-03,18.818,"Imports_Cumulative_billion"
"672",2020-05-04,-1,"New_Cases"
"855",2020-05-04,21.289,"Exports_Cumulative_billion"
"2223",2020-05-04,19.013,"Imports_Cumulative_billion"
"682",2020-05-05,2,"New_Cases"
"856",2020-05-05,21.439,"Exports_Cumulative_billion"
"2224",2020-05-05,19.184,"Imports_Cumulative_billion"
"692",2020-05-06,1,"New_Cases"
"857",2020-05-06,21.705,"Exports_Cumulative_billion"
"2225",2020-05-06,19.334,"Imports_Cumulative_billion"
"702",2020-05-07,1,"New_Cases"
"858",2020-05-07,21.865,"Exports_Cumulative_billion"
"2226",2020-05-07,19.511,"Imports_Cumulative_billion"
"712",2020-05-08,2,"New_Cases"
"859",2020-05-08,22.027,"Exports_Cumulative_billion"
"2227",2020-05-08,19.656,"Imports_Cumulative_billion"
"722",2020-05-09,2,"New_Cases"
"860",2020-05-09,22.112,"Exports_Cumulative_billion"
"2228",2020-05-09,19.672,"Imports_Cumulative_billion"
"732",2020-05-10,3,"New_Cases"
"8611",2020-05-10,22.246,"Exports_Cumulative_billion"
"2229",2020-05-10,19.698,"Imports_Cumulative_billion"
"742",2020-05-11,0,"New_Cases"
"8621",2020-05-11,22.45,"Exports_Cumulative_billion"
"2230",2020-05-11,19.883,"Imports_Cumulative_billion"
"752",2020-05-12,0,"New_Cases"
"8631",2020-05-12,22.667,"Exports_Cumulative_billion"
"22311",2020-05-12,20.06,"Imports_Cumulative_billion"
"762",2020-05-13,0,"New_Cases"
"8641",2020-05-13,22.866,"Exports_Cumulative_billion"
"2232",2020-05-13,20.22,"Imports_Cumulative_billion"
"772",2020-05-14,1,"New_Cases"
"865",2020-05-14,23.017,"Exports_Cumulative_billion"
"2233",2020-05-14,20.392,"Imports_Cumulative_billion"
"781",2020-05-15,0,"New_Cases"
"866",2020-05-15,23.18,"Exports_Cumulative_billion"
"2234",2020-05-15,20.534,"Imports_Cumulative_billion"
"791",2020-05-16,1,"New_Cases"
"867",2020-05-16,23.305,"Exports_Cumulative_billion"
"2235",2020-05-16,20.549,"Imports_Cumulative_billion"
"80",2020-05-17,0,"New_Cases"
"868",2020-05-17,23.44,"Exports_Cumulative_billion"
"2236",2020-05-17,20.567,"Imports_Cumulative_billion"
"81",2020-05-18,0,"New_Cases"
"869",2020-05-18,23.692,"Exports_Cumulative_billion"
"2237",2020-05-18,20.779,"Imports_Cumulative_billion"
"82",2020-05-19,4,"New_Cases"
"870",2020-05-19,23.941,"Exports_Cumulative_billion"
"2238",2020-05-19,20.986,"Imports_Cumulative_billion"
"83",2020-05-20,0,"New_Cases"
"8711",2020-05-20,24.233,"Exports_Cumulative_billion"
"2239",2020-05-20,21.138,"Imports_Cumulative_billion"
"84",2020-05-21,1,"New_Cases"
"8721",2020-05-21,24.379,"Exports_Cumulative_billion"
"2240",2020-05-21,21.34,"Imports_Cumulative_billion"
"85",2020-05-22,0,"New_Cases"
"8731",2020-05-22,24.588,"Exports_Cumulative_billion"
"22411",2020-05-22,21.486,"Imports_Cumulative_billion"
"86",2020-05-23,0,"New_Cases"
"8741",2020-05-23,24.683,"Exports_Cumulative_billion"
"2242",2020-05-23,21.499,"Imports_Cumulative_billion"
"87",2020-05-24,0,"New_Cases"
"875",2020-05-24,24.812,"Exports_Cumulative_billion"
"2243",2020-05-24,21.542,"Imports_Cumulative_billion"
"88",2020-05-25,0,"New_Cases"
"876",2020-05-25,25.017,"Exports_Cumulative_billion"
"2244",2020-05-25,21.782,"Imports_Cumulative_billion"
"89",2020-05-26,0,"New_Cases"
"877",2020-05-26,25.192,"Exports_Cumulative_billion"
"2245",2020-05-26,21.962,"Imports_Cumulative_billion"
"90",2020-05-27,0,"New_Cases"
"878",2020-05-27,25.468,"Exports_Cumulative_billion"
"2246",2020-05-27,22.143,"Imports_Cumulative_billion"
"91",2020-05-28,0,"New_Cases"
"879",2020-05-28,25.632,"Exports_Cumulative_billion"
"2247",2020-05-28,22.367,"Imports_Cumulative_billion"
"92",2020-05-29,0,"New_Cases"
"880",2020-05-29,25.802,"Exports_Cumulative_billion"
"2248",2020-05-29,22.525,"Imports_Cumulative_billion"
"93",2020-05-30,0,"New_Cases"
"8811",2020-05-30,25.929,"Exports_Cumulative_billion"
"2249",2020-05-30,22.538,"Imports_Cumulative_billion"
"64",2020-05-31,487,"Weekly_Mean_Rent_Price"
"641",2020-05-31,460,"Weekly_Median_Rent_Price"
"94",2020-05-31,0,"New_Cases"
"2910",2020-05-31,1503,"RPI_Flow"
"743",2020-05-31,1511,"RPI_Stock"
"2912",2020-05-31,1043,"FPI_Food"
"745",2020-05-31,921,"FPI_Fruit_and_vegetables"
"1192",2020-05-31,1053,"FPI_Meat_poultry_and_fish"
"1642",2020-05-31,1053,"FPI_Grocery_food"
"2091",2020-05-31,1042,"FPI_Non-alcoholic_beverages"
"2541",2020-05-31,1098,"FPI_Restaurant_meals_and_ready-to-eat_food"
"8821",2020-05-31,26.088,"Exports_Cumulative_billion"
"2250",2020-05-31,22.562,"Imports_Cumulative_billion"
"20112",2020-05-31,-3.6681,"NZAC_Total_Annual_change"
"4152",2020-05-31,-13.1703,"NZAC_Annual_change_Card_transaction_spend"
"6352",2020-05-31,-0.56,"NZAC_Annual_change_Electricity_grid_demand"
"8522",2020-05-31,41.3255,"NZAC_Annual_change_Manufacturing_index"
"10532",2020-05-31,-57.8006,"NZAC_Annual_change_New_jobs_posted_online"
"12691",2020-05-31,-9.5392,"NZAC_Annual_change_Traffic_index_(heavy)"
"14851",2020-05-31,-20.6416,"NZAC_Annual_change_Traffic_index_(light)"
"95",2020-06-01,0,"New_Cases"
"8831",2020-06-01,26.313,"Exports_Cumulative_billion"
"22511",2020-06-01,22.672,"Imports_Cumulative_billion"
"96",2020-06-02,0,"New_Cases"
"8841",2020-06-02,26.466,"Exports_Cumulative_billion"
"2252",2020-06-02,22.937,"Imports_Cumulative_billion"
"97",2020-06-03,0,"New_Cases"
"885",2020-06-03,26.681,"Exports_Cumulative_billion"
"2253",2020-06-03,23.122,"Imports_Cumulative_billion"
"98",2020-06-04,0,"New_Cases"
"886",2020-06-04,26.845,"Exports_Cumulative_billion"
"2254",2020-06-04,23.35,"Imports_Cumulative_billion"
"99",2020-06-05,0,"New_Cases"
"887",2020-06-05,26.994,"Exports_Cumulative_billion"
"2255",2020-06-05,23.501,"Imports_Cumulative_billion"
"100",2020-06-06,0,"New_Cases"
"888",2020-06-06,27.081,"Exports_Cumulative_billion"
"2256",2020-06-06,23.536,"Imports_Cumulative_billion"
"101",2020-06-07,0,"New_Cases"
"889",2020-06-07,27.285,"Exports_Cumulative_billion"
"2257",2020-06-07,23.564,"Imports_Cumulative_billion"
"102",2020-06-08,0,"New_Cases"
"890",2020-06-08,27.543,"Exports_Cumulative_billion"
"2258",2020-06-08,23.756,"Imports_Cumulative_billion"
"103",2020-06-09,0,"New_Cases"
"8911",2020-06-09,27.716,"Exports_Cumulative_billion"
"2259",2020-06-09,23.972,"Imports_Cumulative_billion"
"104",2020-06-10,0,"New_Cases"
"8921",2020-06-10,27.864,"Exports_Cumulative_billion"
"2260",2020-06-10,24.167,"Imports_Cumulative_billion"
"105",2020-06-11,0,"New_Cases"
"8931",2020-06-11,27.959,"Exports_Cumulative_billion"
"22611",2020-06-11,24.367,"Imports_Cumulative_billion"
"106",2020-06-12,0,"New_Cases"
"8941",2020-06-12,28.142,"Exports_Cumulative_billion"
"2262",2020-06-12,24.519,"Imports_Cumulative_billion"
"107",2020-06-13,0,"New_Cases"
"895",2020-06-13,28.228,"Exports_Cumulative_billion"
"2263",2020-06-13,24.534,"Imports_Cumulative_billion"
"108",2020-06-14,0,"New_Cases"
"896",2020-06-14,28.376,"Exports_Cumulative_billion"
"2264",2020-06-14,24.556,"Imports_Cumulative_billion"
"109",2020-06-15,2,"New_Cases"
"897",2020-06-15,28.651,"Exports_Cumulative_billion"
"2265",2020-06-15,24.747,"Imports_Cumulative_billion"
"110",2020-06-16,0,"New_Cases"
"898",2020-06-16,28.804,"Exports_Cumulative_billion"
"2266",2020-06-16,24.914,"Imports_Cumulative_billion"
"111",2020-06-17,1,"New_Cases"
"899",2020-06-17,29.03,"Exports_Cumulative_billion"
"2267",2020-06-17,25.06,"Imports_Cumulative_billion"
"112",2020-06-18,0,"New_Cases"
"900",2020-06-18,29.137,"Exports_Cumulative_billion"
"2268",2020-06-18,25.244,"Imports_Cumulative_billion"
"113",2020-06-19,2,"New_Cases"
"9011",2020-06-19,29.265,"Exports_Cumulative_billion"
"2269",2020-06-19,25.39,"Imports_Cumulative_billion"
"114",2020-06-20,2,"New_Cases"
"9021",2020-06-20,29.341,"Exports_Cumulative_billion"
"2270",2020-06-20,25.408,"Imports_Cumulative_billion"
"115",2020-06-21,2,"New_Cases"
"9031",2020-06-21,29.53,"Exports_Cumulative_billion"
"22711",2020-06-21,25.429,"Imports_Cumulative_billion"
