"","Period","Value","Type"
"116",2020-06-22,2,"New_Cases"
"9041",2020-06-22,29.787,"Exports_Cumulative_billion"
"2272",2020-06-22,25.595,"Imports_Cumulative_billion"
"117",2020-06-23,1,"New_Cases"
"905",2020-06-23,29.953,"Exports_Cumulative_billion"
"2273",2020-06-23,25.818,"Imports_Cumulative_billion"
"118",2020-06-24,3,"New_Cases"
"906",2020-06-24,30.179,"Exports_Cumulative_billion"
"2274",2020-06-24,26.049,"Imports_Cumulative_billion"
"119",2020-06-25,1,"New_Cases"
"907",2020-06-25,30.349,"Exports_Cumulative_billion"
"2275",2020-06-25,26.195,"Imports_Cumulative_billion"
"120",2020-06-26,2,"New_Cases"
"908",2020-06-26,30.519,"Exports_Cumulative_billion"
"2276",2020-06-26,26.744,"Imports_Cumulative_billion"
"121",2020-06-27,4,"New_Cases"
"909",2020-06-27,30.602,"Exports_Cumulative_billion"
"2277",2020-06-27,26.762,"Imports_Cumulative_billion"
"122",2020-06-28,2,"New_Cases"
"9101",2020-06-28,30.788,"Exports_Cumulative_billion"
"2278",2020-06-28,26.779,"Imports_Cumulative_billion"
"123",2020-06-29,0,"New_Cases"
"9111",2020-06-29,31.04,"Exports_Cumulative_billion"
"2279",2020-06-29,27.002,"Imports_Cumulative_billion"
"65",2020-06-30,488,"Weekly_Mean_Rent_Price"
"651",2020-06-30,465,"Weekly_Median_Rent_Price"
"124",2020-06-30,0,"New_Cases"
"3010",2020-06-30,1507,"RPI_Flow"
"753",2020-06-30,1514,"RPI_Stock"
"1011",2020-06-30,1056,"CPI_Food"
"2511",2020-06-30,1149,"CPI_Alcoholic_beverages_and_tobacco"
"4013",2020-06-30,964,"CPI_Clothing_and_footwear"
"5513",2020-06-30,1094,"CPI_Housing_and_household_utilities"
"704",2020-06-30,1004,"CPI_Household_contents_and_services"
"852",2020-06-30,1037,"CPI_Health"
"1001",2020-06-30,980,"CPI_Transport"
"1151",2020-06-30,909,"CPI_Communication"
"1301",2020-06-30,1024,"CPI_Recreation_and_culture"
"1451",2020-06-30,971,"CPI_Education"
"1601",2020-06-30,1086,"CPI_Miscellaneous_goods_and_services"
"1751",2020-06-30,1047,"CPI_All_groups"
"3012",2020-06-30,1048,"FPI_Food"
"755",2020-06-30,957,"FPI_Fruit_and_vegetables"
"1202",2020-06-30,1062,"FPI_Meat_poultry_and_fish"
"1652",2020-06-30,1048,"FPI_Grocery_food"
"2103",2020-06-30,1031,"FPI_Non-alcoholic_beverages"
"2551",2020-06-30,1102,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1015",2020-06-30,1075,"HPI_All_households"
"2514",2020-06-30,1104,"HPI_Beneficiary"
"4015",2020-06-30,1095,"HPI_Expenditure_quintile_lowest"
"5515",2020-06-30,1059,"HPI_Expenditure_quintile_highest"
"706",2020-06-30,1088,"HPI_Maori"
"854",2020-06-30,1084,"HPI_Superannuitant"
"1016",2020-06-30,1619,"CEP_All_Groups"
"1017",2020-06-30,1154,"PPI_Inputs"
"1018",2020-06-30,1184,"PPI_Outputs"
"1119",2020-06-30,1218,"LCI_All_Sectors"
"1383",2020-06-30,4.1,"Unemployment_Rate"
"2801",2020-06-30,67,"Employment_Rate"
"1263",2020-06-30,1246.35,"Weekly_Earnings"
"9121",2020-06-30,31.17,"Exports_Cumulative_billion"
"2280",2020-06-30,27.172,"Imports_Cumulative_billion"
"20312",2020-06-30,0.3627,"NZAC_Total_Annual_change"
"4172",2020-06-30,4.1964,"NZAC_Annual_change_Card_transaction_spend"
"6332",2020-06-30,-1.1789,"NZAC_Annual_change_Electricity_grid_demand"
"8532",2020-06-30,55.7274,"NZAC_Annual_change_Manufacturing_index"
"10501",2020-06-30,-42.376,"NZAC_Annual_change_New_jobs_posted_online"
"12701",2020-06-30,5.5622,"NZAC_Annual_change_Traffic_index_(heavy)"
"14871",2020-06-30,1.7196,"NZAC_Annual_change_Traffic_index_(light)"
"125",2020-07-01,2,"New_Cases"
"9131",2020-07-01,31.37,"Exports_Cumulative_billion"
"22811",2020-07-01,27.483,"Imports_Cumulative_billion"
"126",2020-07-02,0,"New_Cases"
"9141",2020-07-02,31.503,"Exports_Cumulative_billion"
"2282",2020-07-02,27.702,"Imports_Cumulative_billion"
"127",2020-07-03,0,"New_Cases"
"9151",2020-07-03,31.655,"Exports_Cumulative_billion"
"2283",2020-07-03,27.879,"Imports_Cumulative_billion"
"128",2020-07-04,3,"New_Cases"
"9161",2020-07-04,31.744,"Exports_Cumulative_billion"
"2284",2020-07-04,27.896,"Imports_Cumulative_billion"
"129",2020-07-05,1,"New_Cases"
"9171",2020-07-05,31.865,"Exports_Cumulative_billion"
"2285",2020-07-05,27.921,"Imports_Cumulative_billion"
"130",2020-07-06,2,"New_Cases"
"9181",2020-07-06,32.121,"Exports_Cumulative_billion"
"2286",2020-07-06,28.131,"Imports_Cumulative_billion"
"131",2020-07-07,1,"New_Cases"
"919",2020-07-07,32.258,"Exports_Cumulative_billion"
"2287",2020-07-07,28.345,"Imports_Cumulative_billion"
"132",2020-07-08,3,"New_Cases"
"920",2020-07-08,32.409,"Exports_Cumulative_billion"
"2288",2020-07-08,28.554,"Imports_Cumulative_billion"
"133",2020-07-09,2,"New_Cases"
"9211",2020-07-09,32.565,"Exports_Cumulative_billion"
"2289",2020-07-09,28.707,"Imports_Cumulative_billion"
"134",2020-07-10,1,"New_Cases"
"9221",2020-07-10,32.732,"Exports_Cumulative_billion"
"2290",2020-07-10,28.885,"Imports_Cumulative_billion"
"135",2020-07-11,1,"New_Cases"
"923",2020-07-11,32.863,"Exports_Cumulative_billion"
"22911",2020-07-11,28.902,"Imports_Cumulative_billion"
"136",2020-07-12,0,"New_Cases"
"924",2020-07-12,33.098,"Exports_Cumulative_billion"
"2292",2020-07-12,28.922,"Imports_Cumulative_billion"
"137",2020-07-13,1,"New_Cases"
"925",2020-07-13,33.269,"Exports_Cumulative_billion"
"2293",2020-07-13,29.1,"Imports_Cumulative_billion"
"138",2020-07-14,2,"New_Cases"
"926",2020-07-14,33.398,"Exports_Cumulative_billion"
"2294",2020-07-14,29.281,"Imports_Cumulative_billion"
"139",2020-07-15,1,"New_Cases"
"927",2020-07-15,33.632,"Exports_Cumulative_billion"
"2295",2020-07-15,29.451,"Imports_Cumulative_billion"
"140",2020-07-16,1,"New_Cases"
"928",2020-07-16,33.803,"Exports_Cumulative_billion"
"2296",2020-07-16,29.631,"Imports_Cumulative_billion"
"141",2020-07-17,1,"New_Cases"
"929",2020-07-17,33.922,"Exports_Cumulative_billion"
"2297",2020-07-17,29.761,"Imports_Cumulative_billion"
"142",2020-07-18,3,"New_Cases"
"930",2020-07-18,33.986,"Exports_Cumulative_billion"
"2298",2020-07-18,29.782,"Imports_Cumulative_billion"
"143",2020-07-19,1,"New_Cases"
"9311",2020-07-19,34.08,"Exports_Cumulative_billion"
"2299",2020-07-19,29.805,"Imports_Cumulative_billion"
"144",2020-07-20,1,"New_Cases"
"9321",2020-07-20,34.318,"Exports_Cumulative_billion"
"2300",2020-07-20,29.994,"Imports_Cumulative_billion"
"145",2020-07-21,0,"New_Cases"
"933",2020-07-21,34.468,"Exports_Cumulative_billion"
"23011",2020-07-21,30.247,"Imports_Cumulative_billion"
"146",2020-07-22,0,"New_Cases"
"934",2020-07-22,34.687,"Exports_Cumulative_billion"
"2302",2020-07-22,30.444,"Imports_Cumulative_billion"
"147",2020-07-23,1,"New_Cases"
"935",2020-07-23,34.823,"Exports_Cumulative_billion"
"2303",2020-07-23,30.625,"Imports_Cumulative_billion"
"148",2020-07-24,0,"New_Cases"
"936",2020-07-24,35,"Exports_Cumulative_billion"
"2304",2020-07-24,30.782,"Imports_Cumulative_billion"
"149",2020-07-25,0,"New_Cases"
"937",2020-07-25,35.091,"Exports_Cumulative_billion"
"2305",2020-07-25,30.8,"Imports_Cumulative_billion"
"150",2020-07-26,0,"New_Cases"
"938",2020-07-26,35.203,"Exports_Cumulative_billion"
"2306",2020-07-26,30.823,"Imports_Cumulative_billion"
"151",2020-07-27,1,"New_Cases"
"939",2020-07-27,35.445,"Exports_Cumulative_billion"
"2307",2020-07-27,31.01,"Imports_Cumulative_billion"
"152",2020-07-28,2,"New_Cases"
"940",2020-07-28,35.579,"Exports_Cumulative_billion"
"2308",2020-07-28,31.227,"Imports_Cumulative_billion"
"153",2020-07-29,1,"New_Cases"
"9411",2020-07-29,35.819,"Exports_Cumulative_billion"
"2309",2020-07-29,31.382,"Imports_Cumulative_billion"
"154",2020-07-30,0,"New_Cases"
"9421",2020-07-30,35.981,"Exports_Cumulative_billion"
"23101",2020-07-30,31.597,"Imports_Cumulative_billion"
"66",2020-07-31,488,"Weekly_Mean_Rent_Price"
"661",2020-07-31,470,"Weekly_Median_Rent_Price"
"155",2020-07-31,2,"New_Cases"
"3110",2020-07-31,1513,"RPI_Flow"
"763",2020-07-31,1517,"RPI_Stock"
"3112",2020-07-31,1061,"FPI_Food"
"765",2020-07-31,1051,"FPI_Fruit_and_vegetables"
"1214",2020-07-31,1067,"FPI_Meat_poultry_and_fish"
"1662",2020-07-31,1036,"FPI_Grocery_food"
"2113",2020-07-31,1047,"FPI_Non-alcoholic_beverages"
"2561",2020-07-31,1107,"FPI_Restaurant_meals_and_ready-to-eat_food"
"943",2020-07-31,36.164,"Exports_Cumulative_billion"
"23111",2020-07-31,31.741,"Imports_Cumulative_billion"
"20412",2020-07-31,1.5866,"NZAC_Total_Annual_change"
"4192",2020-07-31,6.2782,"NZAC_Annual_change_Card_transaction_spend"
"6371",2020-07-31,2.4489,"NZAC_Annual_change_Electricity_grid_demand"
"8551",2020-07-31,58.8708,"NZAC_Annual_change_Manufacturing_index"
"10551",2020-07-31,-31.024,"NZAC_Annual_change_New_jobs_posted_online"
"12681",2020-07-31,5.1362,"NZAC_Annual_change_Traffic_index_(heavy)"
"14861",2020-07-31,7.5154,"NZAC_Annual_change_Traffic_index_(light)"
"156",2020-08-01,3,"New_Cases"
"944",2020-08-01,36.238,"Exports_Cumulative_billion"
"23121",2020-08-01,31.844,"Imports_Cumulative_billion"
"157",2020-08-02,2,"New_Cases"
"945",2020-08-02,36.405,"Exports_Cumulative_billion"
"23131",2020-08-02,31.869,"Imports_Cumulative_billion"
"158",2020-08-03,0,"New_Cases"
"946",2020-08-03,36.595,"Exports_Cumulative_billion"
"23141",2020-08-03,32.092,"Imports_Cumulative_billion"
"159",2020-08-04,2,"New_Cases"
"947",2020-08-04,36.725,"Exports_Cumulative_billion"
"2315",2020-08-04,32.317,"Imports_Cumulative_billion"
"160",2020-08-05,0,"New_Cases"
"948",2020-08-05,36.949,"Exports_Cumulative_billion"
"2316",2020-08-05,32.502,"Imports_Cumulative_billion"
"161",2020-08-06,0,"New_Cases"
"949",2020-08-06,37.07,"Exports_Cumulative_billion"
"2317",2020-08-06,32.681,"Imports_Cumulative_billion"
"162",2020-08-07,0,"New_Cases"
"950",2020-08-07,37.23,"Exports_Cumulative_billion"
"2318",2020-08-07,32.872,"Imports_Cumulative_billion"
"163",2020-08-08,0,"New_Cases"
"9511",2020-08-08,37.34,"Exports_Cumulative_billion"
"2319",2020-08-08,32.893,"Imports_Cumulative_billion"
"164",2020-08-09,0,"New_Cases"
"9521",2020-08-09,37.476,"Exports_Cumulative_billion"
"2320",2020-08-09,32.919,"Imports_Cumulative_billion"
"165",2020-08-10,1,"New_Cases"
"953",2020-08-10,37.634,"Exports_Cumulative_billion"
"23211",2020-08-10,33.13,"Imports_Cumulative_billion"
"166",2020-08-11,0,"New_Cases"
"954",2020-08-11,37.793,"Exports_Cumulative_billion"
"2322",2020-08-11,33.369,"Imports_Cumulative_billion"
"167",2020-08-12,19,"New_Cases"
"955",2020-08-12,37.997,"Exports_Cumulative_billion"
"2323",2020-08-12,33.533,"Imports_Cumulative_billion"
"168",2020-08-13,13,"New_Cases"
"956",2020-08-13,38.103,"Exports_Cumulative_billion"
"2324",2020-08-13,33.755,"Imports_Cumulative_billion"
"169",2020-08-14,7,"New_Cases"
"957",2020-08-14,38.259,"Exports_Cumulative_billion"
"2325",2020-08-14,33.961,"Imports_Cumulative_billion"
"170",2020-08-15,13,"New_Cases"
"958",2020-08-15,38.345,"Exports_Cumulative_billion"
"2326",2020-08-15,33.983,"Imports_Cumulative_billion"
"171",2020-08-16,9,"New_Cases"
"959",2020-08-16,38.479,"Exports_Cumulative_billion"
"2327",2020-08-16,34.017,"Imports_Cumulative_billion"
"172",2020-08-17,12,"New_Cases"
"960",2020-08-17,38.605,"Exports_Cumulative_billion"
"2328",2020-08-17,34.221,"Imports_Cumulative_billion"
"173",2020-08-18,6,"New_Cases"
"9611",2020-08-18,38.718,"Exports_Cumulative_billion"
"2329",2020-08-18,34.456,"Imports_Cumulative_billion"
"174",2020-08-19,5,"New_Cases"
"9621",2020-08-19,38.848,"Exports_Cumulative_billion"
"2330",2020-08-19,34.629,"Imports_Cumulative_billion"
"175",2020-08-20,11,"New_Cases"
"963",2020-08-20,38.996,"Exports_Cumulative_billion"
"23311",2020-08-20,34.78,"Imports_Cumulative_billion"
"176",2020-08-21,6,"New_Cases"
"964",2020-08-21,39.134,"Exports_Cumulative_billion"
"2332",2020-08-21,34.991,"Imports_Cumulative_billion"
"177",2020-08-22,3,"New_Cases"
"965",2020-08-22,39.269,"Exports_Cumulative_billion"
"2333",2020-08-22,35.013,"Imports_Cumulative_billion"
"178",2020-08-23,9,"New_Cases"
"966",2020-08-23,39.415,"Exports_Cumulative_billion"
"2334",2020-08-23,35.045,"Imports_Cumulative_billion"
"179",2020-08-24,7,"New_Cases"
"967",2020-08-24,39.578,"Exports_Cumulative_billion"
"2335",2020-08-24,35.225,"Imports_Cumulative_billion"
"180",2020-08-25,5,"New_Cases"
"968",2020-08-25,39.733,"Exports_Cumulative_billion"
"2336",2020-08-25,35.493,"Imports_Cumulative_billion"
"181",2020-08-26,7,"New_Cases"
"969",2020-08-26,39.902,"Exports_Cumulative_billion"
"2337",2020-08-26,35.746,"Imports_Cumulative_billion"
"182",2020-08-27,12,"New_Cases"
"970",2020-08-27,40.019,"Exports_Cumulative_billion"
"2338",2020-08-27,36.016,"Imports_Cumulative_billion"
"183",2020-08-28,13,"New_Cases"
"9711",2020-08-28,40.183,"Exports_Cumulative_billion"
"2339",2020-08-28,36.213,"Imports_Cumulative_billion"
"184",2020-08-29,2,"New_Cases"
"9721",2020-08-29,40.277,"Exports_Cumulative_billion"
"2340",2020-08-29,36.243,"Imports_Cumulative_billion"
"185",2020-08-30,9,"New_Cases"
"973",2020-08-30,40.388,"Exports_Cumulative_billion"
"23411",2020-08-30,36.275,"Imports_Cumulative_billion"
"67",2020-08-31,493,"Weekly_Mean_Rent_Price"
"671",2020-08-31,470,"Weekly_Median_Rent_Price"
"186",2020-08-31,14,"New_Cases"
"3210",2020-08-31,1496,"RPI_Flow"
"773",2020-08-31,1520,"RPI_Stock"
"3212",2020-08-31,1068,"FPI_Food"
"775",2020-08-31,1084,"FPI_Fruit_and_vegetables"
"1222",2020-08-31,1062,"FPI_Meat_poultry_and_fish"
"1672",2020-08-31,1043,"FPI_Grocery_food"
"2121",2020-08-31,1046,"FPI_Non-alcoholic_beverages"
"2571",2020-08-31,1108,"FPI_Restaurant_meals_and_ready-to-eat_food"
"974",2020-08-31,40.556,"Exports_Cumulative_billion"
"2342",2020-08-31,36.433,"Imports_Cumulative_billion"
"20012",2020-08-31,-0.9552,"NZAC_Total_Annual_change"
"4222",2020-08-31,-5.3347,"NZAC_Annual_change_Card_transaction_spend"
"6381",2020-08-31,-3.4808,"NZAC_Annual_change_Electricity_grid_demand"
"8501",2020-08-31,51.0529,"NZAC_Annual_change_Manufacturing_index"
"10571",2020-08-31,-29.3195,"NZAC_Annual_change_New_jobs_posted_online"
"12712",2020-08-31,3.4101,"NZAC_Annual_change_Traffic_index_(heavy)"
"14891",2020-08-31,-3.8769,"NZAC_Annual_change_Traffic_index_(light)"
"187",2020-09-01,5,"New_Cases"
"975",2020-09-01,40.723,"Exports_Cumulative_billion"
"2343",2020-09-01,36.74,"Imports_Cumulative_billion"
"188",2020-09-02,2,"New_Cases"
"976",2020-09-02,40.852,"Exports_Cumulative_billion"
"2344",2020-09-02,36.953,"Imports_Cumulative_billion"
"189",2020-09-03,5,"New_Cases"
"977",2020-09-03,40.972,"Exports_Cumulative_billion"
"2345",2020-09-03,37.124,"Imports_Cumulative_billion"
"190",2020-09-04,3,"New_Cases"
"978",2020-09-04,41.109,"Exports_Cumulative_billion"
"2346",2020-09-04,37.328,"Imports_Cumulative_billion"
"191",2020-09-05,5,"New_Cases"
"979",2020-09-05,41.261,"Exports_Cumulative_billion"
"2347",2020-09-05,37.354,"Imports_Cumulative_billion"
"192",2020-09-06,4,"New_Cases"
"980",2020-09-06,41.416,"Exports_Cumulative_billion"
"2348",2020-09-06,37.384,"Imports_Cumulative_billion"
"193",2020-09-07,6,"New_Cases"
"9811",2020-09-07,41.542,"Exports_Cumulative_billion"
"2349",2020-09-07,37.593,"Imports_Cumulative_billion"
"194",2020-09-08,6,"New_Cases"
"9821",2020-09-08,41.659,"Exports_Cumulative_billion"
"2350",2020-09-08,37.791,"Imports_Cumulative_billion"
"195",2020-09-09,4,"New_Cases"
"983",2020-09-09,41.747,"Exports_Cumulative_billion"
"23511",2020-09-09,37.982,"Imports_Cumulative_billion"
"196",2020-09-10,1,"New_Cases"
"984",2020-09-10,41.859,"Exports_Cumulative_billion"
"2352",2020-09-10,38.215,"Imports_Cumulative_billion"
"197",2020-09-11,2,"New_Cases"
"985",2020-09-11,41.985,"Exports_Cumulative_billion"
"2353",2020-09-11,38.408,"Imports_Cumulative_billion"
"198",2020-09-12,2,"New_Cases"
"986",2020-09-12,42.054,"Exports_Cumulative_billion"
"2354",2020-09-12,38.432,"Imports_Cumulative_billion"
"199",2020-09-13,1,"New_Cases"
"987",2020-09-13,42.197,"Exports_Cumulative_billion"
"2355",2020-09-13,38.467,"Imports_Cumulative_billion"
"200",2020-09-14,3,"New_Cases"
"988",2020-09-14,42.35,"Exports_Cumulative_billion"
"2356",2020-09-14,38.706,"Imports_Cumulative_billion"
"201",2020-09-15,1,"New_Cases"
"989",2020-09-15,42.476,"Exports_Cumulative_billion"
"2357",2020-09-15,38.947,"Imports_Cumulative_billion"
"202",2020-09-16,7,"New_Cases"
"990",2020-09-16,42.634,"Exports_Cumulative_billion"
"2358",2020-09-16,39.202,"Imports_Cumulative_billion"
"203",2020-09-17,0,"New_Cases"
"9911",2020-09-17,42.78,"Exports_Cumulative_billion"
"2359",2020-09-17,39.447,"Imports_Cumulative_billion"
"204",2020-09-18,2,"New_Cases"
"9921",2020-09-18,42.901,"Exports_Cumulative_billion"
"2360",2020-09-18,39.621,"Imports_Cumulative_billion"
"205",2020-09-19,4,"New_Cases"
"993",2020-09-19,43.012,"Exports_Cumulative_billion"
"23611",2020-09-19,39.656,"Imports_Cumulative_billion"
"206",2020-09-20,0,"New_Cases"
"994",2020-09-20,43.127,"Exports_Cumulative_billion"
"2362",2020-09-20,39.687,"Imports_Cumulative_billion"
"207",2020-09-21,0,"New_Cases"
"995",2020-09-21,43.346,"Exports_Cumulative_billion"
"2363",2020-09-21,39.868,"Imports_Cumulative_billion"
"208",2020-09-22,9,"New_Cases"
"996",2020-09-22,43.454,"Exports_Cumulative_billion"
"2364",2020-09-22,40.073,"Imports_Cumulative_billion"
"209",2020-09-23,3,"New_Cases"
"997",2020-09-23,43.6,"Exports_Cumulative_billion"
"2365",2020-09-23,40.287,"Imports_Cumulative_billion"
"210",2020-09-24,2,"New_Cases"
"998",2020-09-24,43.694,"Exports_Cumulative_billion"
"2366",2020-09-24,40.523,"Imports_Cumulative_billion"
"211",2020-09-25,2,"New_Cases"
"999",2020-09-25,43.843,"Exports_Cumulative_billion"
"2367",2020-09-25,40.693,"Imports_Cumulative_billion"
"212",2020-09-26,2,"New_Cases"
"1000",2020-09-26,43.949,"Exports_Cumulative_billion"
"2368",2020-09-26,40.717,"Imports_Cumulative_billion"
"213",2020-09-27,0,"New_Cases"
"10011",2020-09-27,44.04,"Exports_Cumulative_billion"
"2369",2020-09-27,40.804,"Imports_Cumulative_billion"
"214",2020-09-28,2,"New_Cases"
"10021",2020-09-28,44.256,"Exports_Cumulative_billion"
"2370",2020-09-28,41.098,"Imports_Cumulative_billion"
"215",2020-09-29,1,"New_Cases"
"1003",2020-09-29,44.371,"Exports_Cumulative_billion"
"23711",2020-09-29,41.296,"Imports_Cumulative_billion"
"68",2020-09-30,494,"Weekly_Mean_Rent_Price"
"681",2020-09-30,470,"Weekly_Median_Rent_Price"
"216",2020-09-30,12,"New_Cases"
"3310",2020-09-30,1521,"RPI_Flow"
"782",2020-09-30,1523,"RPI_Stock"
"1111",2020-09-30,1069,"CPI_Food"
"2611",2020-09-30,1151,"CPI_Alcoholic_beverages_and_tobacco"
"4113",2020-09-30,972,"CPI_Clothing_and_footwear"
"5613",2020-09-30,1101,"CPI_Housing_and_household_utilities"
"715",2020-09-30,1025,"CPI_Household_contents_and_services"
"862",2020-09-30,1044,"CPI_Health"
"1012",2020-09-30,987,"CPI_Transport"
"1161",2020-09-30,886,"CPI_Communication"
"1312",2020-09-30,1027,"CPI_Recreation_and_culture"
"1461",2020-09-30,979,"CPI_Education"
"1612",2020-09-30,1086,"CPI_Miscellaneous_goods_and_services"
"1761",2020-09-30,1054,"CPI_All_groups"
"3312",2020-09-30,1057,"FPI_Food"
"784",2020-09-30,997,"FPI_Fruit_and_vegetables"
"1232",2020-09-30,1071,"FPI_Meat_poultry_and_fish"
"1682",2020-09-30,1042,"FPI_Grocery_food"
"2131",2020-09-30,1041,"FPI_Non-alcoholic_beverages"
"2581",2020-09-30,1110,"FPI_Restaurant_meals_and_ready-to-eat_food"
"1115",2020-09-30,1079,"HPI_All_households"
"2614",2020-09-30,1111,"HPI_Beneficiary"
"4115",2020-09-30,1103,"HPI_Expenditure_quintile_lowest"
"5615",2020-09-30,1059,"HPI_Expenditure_quintile_highest"
"719",2020-09-30,1091,"HPI_Maori"
"864",2020-09-30,1092,"HPI_Superannuitant"
"1116",2020-09-30,1624,"CEP_All_Groups"
"1117",2020-09-30,1161,"PPI_Inputs"
"1118",2020-09-30,1180,"PPI_Outputs"
"1123",2020-09-30,1225,"LCI_All_Sectors"
"1393",2020-09-30,5.3,"Unemployment_Rate"
"2814",2020-09-30,66.5,"Employment_Rate"
"1273",2020-09-30,1288.89,"Weekly_Earnings"
"1004",2020-09-30,44.566,"Exports_Cumulative_billion"
"2372",2020-09-30,41.465,"Imports_Cumulative_billion"
"20212",2020-09-30,1.0917,"NZAC_Total_Annual_change"
"4182",2020-09-30,3.2038,"NZAC_Annual_change_Card_transaction_spend"
"6401",2020-09-30,0.0725,"NZAC_Annual_change_Electricity_grid_demand"
"8512",2020-09-30,53.7203,"NZAC_Annual_change_Manufacturing_index"
"10591",2020-09-30,-22.1228,"NZAC_Annual_change_New_jobs_posted_online"
"12732",2020-09-30,7.757,"NZAC_Annual_change_Traffic_index_(heavy)"
"14912",2020-09-30,8.3726,"NZAC_Annual_change_Traffic_index_(light)"
"217",2020-10-01,0,"New_Cases"
"1005",2020-10-01,44.709,"Exports_Cumulative_billion"
"2373",2020-10-01,41.734,"Imports_Cumulative_billion"
"218",2020-10-02,1,"New_Cases"
"1006",2020-10-02,44.868,"Exports_Cumulative_billion"
"2374",2020-10-02,41.934,"Imports_Cumulative_billion"
"219",2020-10-03,5,"New_Cases"
"1007",2020-10-03,45.019,"Exports_Cumulative_billion"
"2375",2020-10-03,41.965,"Imports_Cumulative_billion"
"220",2020-10-04,1,"New_Cases"
"1008",2020-10-04,45.142,"Exports_Cumulative_billion"
"2376",2020-10-04,41.996,"Imports_Cumulative_billion"
"221",2020-10-05,3,"New_Cases"
"1009",2020-10-05,45.374,"Exports_Cumulative_billion"
"2377",2020-10-05,42.16,"Imports_Cumulative_billion"
"222",2020-10-06,3,"New_Cases"
"10101",2020-10-06,45.479,"Exports_Cumulative_billion"
"2378",2020-10-06,42.401,"Imports_Cumulative_billion"
"223",2020-10-07,3,"New_Cases"
"10111",2020-10-07,45.626,"Exports_Cumulative_billion"
"2379",2020-10-07,42.615,"Imports_Cumulative_billion"
"224",2020-10-08,2,"New_Cases"
"10121",2020-10-08,45.723,"Exports_Cumulative_billion"
